Kimmell	NP
McClellan	NP
Sisk	NP
9230	CD
Vernor	NP
grader	NN
Scripps	NP
Belvidere	NP
Kercheval	NP
belatedly	RB
crosswalk	NN
Gets	VB
safely	RB
approaching	VB
narrowly	RB
Commandeering	VB
pursued	VB
fleeing	VB
Returning	VB
Sarkees	NP
2433	CD
Given	VB
Traffic	NN
Murphy	NP
no-driving	JJ
Correction	NN
showdown	NN
Help	VB
Vientiane	NP
Laotian	JJ
offensive	JJ
southeast	NR
truce	NN
reconvened	VB
Delhi	NP
verify	VB
14-power	JJ
Plea	NN
Tiao	NP
Sopsaisana	NP
thinking	VB
troops	NN
worsens	VB
full-fledged	JJ
note	NN
Ambassador	NN
Winthrop	NP
Heavy	JJ
minister	NN
describing	VB
appeal	NN
60,000	CD
Vietnamese	NP
Thakhek	NP
southern-central	JJ
confirmation	NN
massive	JJ
assaults	NN
sources	NN
claims	NN
exaggerated	VB
Havana	NP
Cubans	NP
executed	VB
firing	VB
squads	NN
tribunals	NN
decreeing	VB
captured	VB
suspected	VB
collaborators	NN
McNair	NP
executions	NN
dawn	NN
revolutionary	JJ
tribunal	NN
Pinar	NP
Del	NP
Rio	NP
plot	NN
Seattle	NP
ex-marine	NN
businessman	NN
condemned	VB
smuggling	VB
rebels	NN
commander	NN
Legion	NN
disbanded	VB
Fidel	NP
Castro's	NP
Anderson's	NP
seized	VB
boatload	NN
rifles	NN
Report	NN
roundup	NN
Raymont	NP
Berrellez	NP
Associated	VB
swept	VB
dragnet	NN
auditorium	NN
converted	VB
makeshift	JJ
jails	NN
Roman	JJ
priests	NN
concentration	NN
Siberia	NP
prisoners	NN
Kegham	NP
pseudynom	NN
Bucharest	NP
Armenian	JJ
Revolutionary	JJ
ARF	NP
Today	NR
Emory	NP
University's	NN
Trustees	NN
by-laws	NN
33-man	JJ
taxing	VB
roadblock	NN
tax-exempt	JJ
institutions	NN
segregated	VB
standards	NN
institution	NN
grade	NN
tax-exemption	NN
privileges	NN
conforms	VB
aforementioned	JJ
statutory	JJ
provisions	NN
obstacles	NN
desegregation	NN
intend	VB
exempt	JJ
taxation	NN
criteria	NN
endowments	NN
colored	VB
integrated	VB
challenged	VB
affiliated	VB
Urged	VB
newspaper	NN
Wheel	NN
trustees'	NN
commitment	NN
excellence	NN
Teaching	VB
paramount	JJ
generous	JJ
recognize	VB
obligation	NN
promote	VB
creed	NN
Insofar	RB
governing	VB
documents	NN
applications	NN
prospective	JJ
irrespective	JJ
Corporate	JJ
existence	NN
derives	VB
corporate	JJ
jeopardizing	VB
desiring	VB
intellectual	JJ
moral	JJ
fulfillment	NN
mission	NN
riding	VB
slid	VB
pole	NN
Waddell	NP
NE	NN
1688	CD
Knoll	NN
Cir.	NN
Hammons	NP
evidently	RB
rain-slick	JJ
occupants	NN
Willard	NP
Olvey	NP
963	CD
Ponce	NP
Leon	NP
Coleman	NP
704	CD
SE	NN
lacerations	NN
bruises	NN
renewed	VB
picketing	VB
stand-ins	NN
first-run	NN
theaters	NN
Appeal	NN
Human	JJ
Rights	NN
identically	RB
worded	VB
Downtown	NR
art	NN
contacted	VB
COAHR	NN
Gather	VB
eve	NN
operators	NN
likelihood	NN
three-day	JJ
sporadic	JJ
negotiate	VB
Black	NP
Friday's	NR
inability	NN
indifference	NN
integrate	VB
pledged	VB
nonviolent	JJ
extensive	JJ
presence	NN
picket	NN
profits	NN
uptown	NN
Buckhead	NP
Killingsworth	NP
72	CD
357	CD
Venable	NP
Kililngsworth	NP
S	NP
W	NP
Cafeteria	NN
Pittsboro	NP
Survivors	NN
sisters	NN
Bessie	NP
Bloom	NP
Gettysburg	NP
68	CD
Marietta	NP
NW	NN
Apartment	NN
101b	CD
painter	NN
Oakland	NP
Blanchard's	NP
Hearn	NP
officiating	VB
Emma	NP
Odom	NP
Fergeson	NP
Tenn.	NP
daughters	NN
Stoll	NP
Nancy	NP
Greenville	NP
S.C.	NP
Little	JJ
Wansley	NP
Wallace	NP
Wilmington	NP
N.C.	NP
24-year-old	NN
rock	NN
assaulting	VB
subdue	VB
Patrolmen	NN
Slate	NN
Crawford	NP
Ronald	NP
1671	CD
Nakoma	NP
511	CD
11-month-old	JJ
ripped	VB
latch	NN
scratching	VB
melee	NN
scratches	NN
violent	JJ
attacked	VB
subdued	VB
uniforms	NN
counts	NN
assault	NN
battery	NN
resisting	VB
disturbance	NN
cursing	VB
5,000	CD
desk	NN
guest	NN
Hall	NN
disability	NN
entries	NN
ranging	VB
transfers	NN
employments	NN
pensions	NN
wistfully	RB
tribute	NN
intensifying	VB
ant	NN
eradication	NN
fast-spreading	JJ
pest	NN
Troup	NP
Pierce	NP
Bryan	NP
Bulloch	NP
treat	VB
132,000	CD
acres	NN
infested	VB
Blasingame	NP
entomologist	NN
Low-flying	JJ
planes	NN
granular-type	JJ
chemical	NN
heptachlor	NN
30,000	CD
37,000	CD
65,000	CD
Bibb	NP
37,679	CD
treating	VB
20,000	CD
Macon	NP
Bleckley	NP
Tift	NP
Turner	NP
infest	VB
approximately	RB
attacking	VB
crops	NN
wildlife	NN
livestock	NN
menace	NN
humans	NN
allergic	JJ
venom	NN
north-bound	JJ
Expressway	NN
14th	OD
survey	NN
electric	JJ
computers	NN
cameras	NN
engineers	NN
congestion	NN
suggest	VB
intersection	NN
daylight	NN
Cain	NP
Piedmont	NP
junction	NN
Northeast	NR
Northwest	NN
Expressways	NN
crashes	NN
fiery	JJ
crash	NN
Snellville	NP
Patrol	NN
4-year-old	JJ
Claude	NP
Maynor	NP
Calvary	NP
Troopers	NN
path	NN
111	CD
Bursts	VB
flames	NN
auto	NN
overturned	VB
skidding	VB
tractor-trailer	NN
burst	VB
Bester	NP
Hammett	NP
Rte.	NN
Lawrenceville	NP
Herrington	NP
flaming	VB
unusually	RB
month's	NN
GA	NN
category	NN
allotment	NN
commissioners	NN
$58,918	NN
budgeted	VB
$66,000	NN
$7,082	NN
$17,000	NN
slackening	VB
oks	VB
pact	NN
newly-appointed	JJ
Webster	NP
River	NN
Ennis	NP
Keizer	NP
consultant	NN
data	NN
processing	NN
considerable	JJ
converting	VB
electronic	JJ
magnetic	JJ
tape	NN
renew	VB
$8	NN
adapting	VB
Administrator	NN
Juras	NP
Field's	NP
unique	JJ
handicapped	VB
emphasized	VB
employ	VB
fulfill	VB
handles	VB
regrets	VB
literally	RB
wheels	NN
directing	VB
answerable	JJ
man's	NN
conversion	NN
familiarity	NN
Do	DO
defend	VB
Peck	NP
moment	NN
arguments	NN
commission's	NN
vice-chairman	NN
Patterson	NP
Physicians	NN
Service	NN
crippling	VB
weaknesses	NN
communications	NN
F	NP
objective	NN
create	VB
robber	NN
Huntley	NP
Lavaughn	NP
getaway	NN
Woodyard	NP
Bros.'	NN
Grocery	NN
2825	CD
Burnside	NP
McNeil	NP
Hillsdale	NP
holdup	NN
Secret	JJ
Detective	NN
Murray	NP
Logan	NP
culminates	VB
robberies	NN
papers	NN
12-year-old	JJ
Elaine	NP
9329	CD
Schuyler	NP
Bess	NP
Kaiser	NP
bicycle-auto	JJ
collision	NN
Gateway	NN
Shopping	NN
Forsyth	NP
Brett	NP
1926	CD
50th	OD
Riverview	NP
Abbey	NN
1886	CD
logging	VB
1928	CD
Macwhyte	NP
Alice	NP
Wash.	NP
Horstman	NP
Lucy	NP
Beatrice	NP
Kiefferm	NP
grandchildren	NN
Employes	NN
Dalles	NP
decertify	VB
1565	CD
Retail	JJ
Clerks	NN
AFL-CIO	NN
collective	JJ
NLRB	NN
potentially	RB
67	CD
theatrical	JJ
producer	NN
band	NN
collapsed	VB
6124	CD
Blvd.	NN
functions	NN
Fair	JJ
booked	VB
collaborated	VB
entertainers	NN
Jimmy	NP
Durante	NP
Silvers	NP
20-piece	NN
profession	NN
Harmony	NP
lodge	NN
AF	NN
AM	NN
Scottish	JJ
Rite	NN
Kader	NP
Shrine	NN
Order	NN
Elks	NN
142	CD
Voiture	NP
Musician's	NN
99	CD
Heights	NN
Nevah	NP
Sholom	NP
Congregation	NN
Tearle	NP
Stein	NP
Dorenzo	NP
Birdie	NP
Gevurtz	NP
Aaron	NP
Cohn	NP
Holman	NP
Son	NN
interment	NN
Neveh	NP
Zebek	NP
cemetery	NN
omitted	VB
16-year-old	JJ
Achievement	NN
judged	VB
competition	NN
Tim	NP
Larson	NP
Wilson	NP
Spice-Nice	NP
guided	VB
top-ranking	JJ
4,500	CD
11-year	JJ
JA	NN
Scolatti	NP
counseled	VB
Georgia-Pacific	NP
first-place	NN
regional	JJ
pocket-size	NN
$2,170	NN
barbecue	NN
spices	NN
stockholders	NN
dividend	NN
investment	NN
Youngsters	NN
teenagers	NN
guidance	NN
youngsters	NN
full-scale	JJ
businesses	NN
culmination	NN
Participants	NN
adult	NN
advisors	NN
drawn	VB
Savings	NN
Bond	NP
$250	NN
distributed	VB
g-p	NN
Advisors	NN
Breuer	NP
Stephenson	NP
5847	CD
Nevada	NP
Ct.	NN
Kathleen	NP
Jefferson	NP
Reifenrath	NP
Madison	NP
Wegener	NP
Karen	NP
Kolb	NP
Shelby	NP
Carlson	NP
Hillsboro	NP
County's	NN
36th	OD
4-H	NN
FFA	NN
8:30	CD
day's	NN
flower	NN
horsemanship	NN
clown	NN
shows	VB
Attendance	NN
five-day	JJ
skies	NN
attract	VB
fairgoers	NN
Exhibition	NN
Wick	NP
Walters	NP
all-county	JJ
quartet	NN
baton	NN
twirler	NN
Sue	NP
Nuttall	NP
Reedville	NP
Finalists	NN
county's	NN
Results	NN
Janet	NP
Jossy	NP
sheep	NN
ribbons	NN
Stephanie	NP
Zurcher	NP
Phyllis	NP
Carol	NP
Lorlyn	NP
exhibited	VB
hog	NN
Traxel	NP
Hutchins	NP
Banks	NP
Swine	NN
showmanship	NN
blues	NN
Pumpkin	NN
rabbit	NN
poultry	NN
judging	VB
Nyberg	NP
Tualatin	NP
Batchelder	NP
Tigard	NP
eggs	NN
Wacklin	NP
Sherwood	NP
male	NN
female	NN
bird	NN
Haase	NP
Corneilus	NP
entrant	NN
swine	NN
championships	NN
Strong	JJ
Cedar	NP
Mill	NN
cooked	VB
Millie	NP
Jansen	NP
Verboort	NP
Jody	NP
Jaross	NP
Borland	NP
economics	NN
demonstration	NN
filbert	NN
appeals	NN
assessors	NN
assessments	NN
Centredale	NP
Grenier	NP
assessment	NN
properties	NN
quarterly	JJ
Pezza	NP
69	CD
734	CD
shoulder	NN
pains	NN
collided	VB
Giorgio	NP
DeSoto	NP
onto	IN
slightly	RB
DiSimone	NP
uninjured	JJ
Thieves	NN
ransacked	VB
Cranston	NP
$3,675	NN
furs	NN
jewels	NN
coins	NN
Stephen	NP
Kochanek	NP
theft	NN
Drive	NN
intruders	NN
coat	NN
$700	NN
Persian	JJ
lamb	NN
$450	NN
wallet	NN
French	JJ
valued	VB
rings	NN
earrings	NN
diamond	NN
$900	NN
$325	NN
$75	NN
$65	NN
$125	NN
$85	NN
Kochaneks	NP
Nunes	NP
investigated	VB
thieves	NN
Drawers	NN
cabinets	NN
bedrooms	NN
sewing	VB
stoppage	NN
Eddy	NP
Elm	NN
dumping	VB
raw	JJ
sewage	NN
acid	NN
jewelry	NN
plants	NN
flowing	VB
tide	NN
two-family	JJ
255	CD
Brook	NN
deed	NN
Cochran	NP
bought	VB
rental	NN
Pawtucket's	NP
garbage	NN
rubbish	NN
picketed	VB
firm's	NN
incinerator	NN
strike	NN
Rotelli	NP
Incinerator	NN
company's	NN
collections	NN
hired	VB
Sydney	NP
Workers	NN
62-year-old	JJ
Smithfield	NP
Beverly	NP
Circle	NN
satisfactory	JJ
Fatima	NP
Woonasquatucket	NP
fractured	VB
ribs	NN
chest	NN
Stone's	NP
brushed	VB
Alva	NP
Vernava	NP
Maple	NN
tearing	VB
rear	JJ
bumper	NN
denting	VB
fender	NN
impact	NN
Fruit	NN
Committee's	NN
audio-visual	JJ
Democratic-endorsed	JJ
acted	VB
improperly	RB
Nolan	NP
3rd	OD
Walsh	NP
Tougas	NP
finding	VB
superintendent's	NN
suitable	JJ
Vermeersch	NP
Rosella	NP
Lovett	NP
$55,000	NN
damages	VB
83	CD
Atwells	NP
Interstate	JJ
valuation	NN
$57,500	NN
owners'	NN
$52,500	NN
one-story	JJ
8,293	CD
Saul	NP
Hodosh	NP
represented	VB
Santa's	NP
lieutenants	NN
Journal-Bulletin	NP
Claus	NP
Fund	NN
Persons	NN
convenient	JJ
Journal-Bulletin's	NP
823	CD
acknowledged	VB
fund's	NN
quota	NN
$8,250	NN
Scores	NN
remembered	VB
contributors	NN
pennies	NN
nickels	NN
dimes	NN
quarters	NN
Parrillo	NP
Fletcher	NP
11:30	CD
hunting	VB
shotgun	NN
discharged	VB
heel	NN
Hose	NN
Thornton	NP
companion	NN
Simmonsville	NP
$4,177.37	NN
$50,000	NN
Oliver	NP
alterations	NN
beds	NN
646	CD
Sorrentino	NP
founder	NN
Uncas	NP
Mfg.	NN
Cavaliere	FW
Merit	NN
Italy	NP
decoration	NN
Trichieri	NP
consul	NN
celebrating	VB
bestowal	NN
Aurora	NP
Newport-based	JJ
destroyer	NN
escort	NN
Kretchmer	NP
Newport	NP
months'	NN
mercy	NN
afloat	RB
ashore	RB
rescued	VB
crew	NN
trawler	NN
drifting	VB
raft	NN
sinking	VB
stopping	VB
Greenock	NP
Scotland	NP
liberty	NN
rendered	VB
girl's	NN
Birmingham	NP
perjury	NN
Freedom	NN
Rider	NN
burning	VB
complaint	NN
juror	NN
Ku	NP
Klux	NP
Klan	NP
membership	NN
59	CD
farmer	NN
Hartselle	NP
Anniston	NP
interfering	VB
interstate	JJ
growing	VB
mob's	NN
Greyhound	NP
Riders	NN
freed	VB
wrongdoing	NN
incident	NN
Hobart	NP
Grooms	NP
jury-tampering	NN
expressing	VB
Neither	CC
excused	VB
masked	VB
lenient	JJ
alternate	JJ
formal	JJ
incidents	NN
connections	NN
KKK	NN
imprisonment	NN
130-year	JJ
NYU	NN
37-year-old	JJ
McN.	NP
Hester	NP
dean	NN
Graduate	NN
Sciences	NN
Carroll	NP
Newsom	NP
Prentice-Hall	NP
Princeton	NP
N.J.	NP
associated	VB
Asilomar	NP
Vast	JJ
spraying	VB
endangering	VB
Buchheister	NP
Audubon	NP
Society	NN
handing	VB
loaded	VB
8-year-old	JJ
Convention	NN
controls	NN
borer	NN
plague	NN
wrecked	VB
cane	NN
crop	NN
conservation	NN
mistakes	NN
Wyoming	NP
pride	NN
scientific	JJ
experiments	NN
farmers	NN
forgetting	VB
birds	NN
efficient	JJ
enemies	NN
insects	NN
rodents	NN
rid	JJ
occasionally	RB
peck	VB
grapes	NN
blueberries	NN
urging	VB
restrictions	NN
Wilderness	NN
seashore	NN
Reyes	NP
preservation	NN
wetlands	NN
breed	NN
pesticides	NN
co-ordination	NN
pollution	NN
ratification	NN
convention	NN
halt	VB
sea	NN
oil	NN
Reed	NP
Rogers	NP
Da	NP
Fonta	NP
Wild	JJ
Sanctuary	NN
Marin	NP
officially	RB
Livermore	NP
645-acre	JJ
tidelands	NN
Greenwood	NP
Olney	NP
Kentfield	NP
inviolate	JJ
sanctuary	NN
animals	NN
Seventeen	CD
Willy	NP
Fiedler	NP
climbed	VB
cockpit	NN
installed	VB
V-1	NN
rocket-bomb	NN
attached	VB
underbelly	NN
Heinkel	NP
bomber	NN
rolled	VB
runway	NN
earth	NN
alive	JJ
pulse	NN
jet	NN
airstrip	NN
quiet-spoken	JJ
middle-aged	JJ
aeronautical	JJ
engineer	NN
Lockheed's	NP
Missiles	NN
Space	NN
Sunnyvale	NP
sat	VB
pilots	NN
crashed	VB
Hitler's	NP
super-secret	JJ
Reichenberg	NP
unknown	JJ
Allies	NN
rocket-bombs	NN
manned	VB
warhead	NN
Allied	VB
shipping	VB
stave	VB
Fiedler's	NP
Squeezed	VB
cubic	JJ
rocket's	NN
mechanism	NN
altitude	NN
signaled	VB
roaring	VB
pulse-jet	NN
engine	NN
streaked	VB
beneath	IN
pilot	NN
rocket	NN
faint	JJ
speck	NN
hurtling	VB
sky	NN
incredible	JJ
420	CD
m.p.h.	NN
beautifully	RB
valve	NN
adjust	VB
fuel	NN
strip	NN
Using	VB
steering	VB
controlled	VB
tail	NN
surfaces	NN
wings	NN
equipped	VB
ailerons	NN
skid	NN
bolted	VB
fuselage	NN
managed	VB
maneuver	NN
landing	VB
banked	VB
airfield	NN
Moments	NN
skimmed	VB
streamer	NN
dust	NN
flights	NN
missiles	NN
Pilots	NN
steer	NN
suicide	NN
dive	NN
waterline	NN
crack	NN
halted	VB
Lockheed	NP
spare	JJ
gliders	NN
slow	JJ
serene	JJ
challenging	JJ
Di	NP
Massimo	NP
Celebration	NN
Scampini	NP
Arata	NP
Casassa	NP
Molinari	NP
Elected	VB
Elios	NP
Anderlini	NP
Attilio	NP
Beronio	NP
Bianco	NP
Frederic	NP
Campagnoli	NP
Cervetto	NP
Armond	NP
Martini	NP
Duhagon	NP
Figone	NP
Mana	NP
Moscone	NP
Calude	NP
Perasso	NP
Petrini	NP
Ratto	NP
Reilly	NP
Schweitzer	NP
world-famous	JJ
theologian	NN
endorsed	VB
Disarmament	NN
Friends	NN
Quaker	NP
Leading	VB
newer	JJ
weapons	NN
otherwise	RB
dread	NN
imply	VB
grisly	JJ
abolish	VB
Governments	NN
obligated	VB
aware	JJ
ghastly	JJ
stupidity	NN
jolt	VB
complacency	NN
operator	NN
janitors'	NN
3300	CD
Shore	NN
acquaintance	NN
syndicate	NN
Glimco	NP
buddy	NN
gangland	NN
buddies	NN
mob	NN
racketeer	NN
gang	NN
gambling	VB
chiefs	NN
Gus	NP
Slim	NP
Alex	NP
Caesar	NP
DiVarco	NP
Monk	NP
Allegretti	NP
hoodlum	NN
Arger	NP
$39,000	NN
Stein's	NP
janitor	NN
Maintenance	NN
stevedore	NN
pier	NN
Connection	NN
probing	VB
prosecutors	NN
attempting	VB
connect	VB
gangsters	NN
tracing	VB
scrutiny	NN
payments	NN
543	CD
janitors	NN
workmen	NN
factories	NN
Leavitt	NP
Liquor	NN
3247	CD
Kedzie	NP
Dominic	NP
Senese	NP
teamster	NN
cousin	NN
Accardo	NP
onetime	JJ
Pesce	NP
deodorant	NN
Sanitation	NN
Supply	NN
1215	CD
supervise	VB
$1,600	NN
$12,500	NN
Leavitt's	NP
warehouseman's	NN
salesman's	NN
bottling	VB
workers'	NN
closely	RB
$40,000	NN
repaid	VB
Glimco's	NP
drivers'	NN
1213-15	CD
radiation	NN
micro-microcurie	NN
meter	NN
detonation	NN
radioactive	JJ
occur	VB
Curtis	NP
Huff	NP
1630	CD
suppressed	VB
warrant	VB
charging	VB
embezzling	VB
undetermined	JJ
Loan	NN
Dearborn	NP
Lien	NN
Huff's	NP
Antone	NP
Gregorio	NP
embezzlement	NN
satisfaction	NN
mechanic's	NN
liens	NN
$109	NN
lucrative	JJ
Charge	NN
lists	NN
Blaber	NP
1020	CD
cashed	VB
card	NN
Bonn	NP
$28,700,000	NN
Greek	JJ
Nazi	NP
persecution	NN
Probably	RB
hottest	JJ
Foods	NN
shares	NN
Dallas-headquartered	JJ
allotting	VB
explaining	VB
Investors	NN
counted	VB
lucky	JJ
trading	VB
underwriting	NN
price	NN
$12.50	NN
over-the-counter	JJ
Eppler	NP
Guerin	NP
managing	VB
underwriter	NN
$17	NN
$22	NN
circulating	VB
inquiries	NN
Letters	NN
reams	NN
wanting	VB
185,000	CD
reserved	VB
$11.50	NN
cable	NN
Switzerland	NP
somehow	RB
offering	VB
subscribe	VB
Cable	VB
translated	VB
E.G.T.	NP
Swiss	JJ
underwriters	NN
qualify	VB
regularly	RB
combination	NN
boiling	VB
upward	RB
kinds	NN
priced	VB
roughly	RB
earnings	NN
yield	NN
64-cent	JJ
Second	OD
chip	NN
fancy	NN
investors	NN
lately	RB
Frito	NP
Lay	JJ
run-ups	NN
price-earnings	NN
run-up	NN
resistant	JJ
acting	VB
ratios	NN
merger	NN
today's	NR
depression	NN
remain	VB
executives	NN
abilities	NN
competitive	JJ
survival	NN
fittest	JJ
reaching	VB
realizing	VB
second-echelon	NN
mergers	NN
pound	NN
Morton's	NP
corn	NN
Chip-o's	NP
turns	VB
avid	JJ
buyers	NN
world-wide	JJ
cotton	NN
gin	NN
maintain	VB
manufacturer	NN
coincidence	NN
Ginner's	NN
46th	OD
52-year	JJ
ginning	VB
weighs	VB
tons	NN
proximity	NN
$250,000	NN
safe	JJ
assumption	NN
percentage	NN
gins	NN
contain	VB
1896	CD
They've	PP
occupied	VB
22-acre	JJ
1900's	NN
grown	VB
driers	NN
cleaners	NN
Dallas-based	JJ
Gin	NN
1899	CD
smaller	JJ
1834	CD
Headquarters	NN
Factories	NN
Prattville	NP
sells	VB
cotton-growing	JJ
Hardwicke-Etter	NP
domestic	JJ
Southeastern	JJ
Cen-Tennial	NN
export	NN
1900	CD
mill	NN
1930	CD
Presently	RB
employs	VB
300-450	CD
Lummus	NP
1912	CD
Factory	NN
Moss	NP
Gordin	NP
Lint	NN
Cleaner	NN
Unit	NN
System	NN
Ginning	VB
cleaner	JJ
cleaning	VB
seed	NN
heaters	NN
maker	NN
boil	VB
extraction	NN
mechanical	JJ
harvesting	VB
drying	VB
Hinckley	NP
overhead	JJ
burr	NN
extractors	NN
separators	NN
piping	VB
belt	NN
saws	NN
Stacy	NP
belting	NN
bearings	NN
etc.	RB
sizable	JJ
segment	NN
slight	JJ
doldrums	NN
characterized	VB
Registrations	NN
3,000	CD
Totaling	VB
3,399	CD
February's	NP
2,963	CD
4,441	CD
quarter-to-quarter	JJ
comparison	NN
quarter	NN
9,273	CD
3-month	JJ
11,744	CD
year-to-year	JJ
1,212,000	CD
pickup	NN
dealers	NN
April-June	NP
prompt	JJ
makers	NN
production	NN
compacts	NN
grab	VB
larger	JJ
lower-priced	JJ
standard	JJ
models	NN
Buick	NP
Chrysler	NP
Mercury	NP
gains	NN
Sales	NN
Executives	NN
banquet	NN
Sheraton-Dallas	NP
winds	NN
Distributive	JJ
marketing	VB
salesmanship	NN
supplement	NN
classroom	NN
instruction	NN
fields	NN
seniors	NN
Gerald	NP
Owens	NP
Isodine	NP
Pharmical	JJ
Trigg	NP
Arrington	NP
Kaminsky	NP
Adams	NP
Janice	NP
Whitney	NP
Fil	NP
Terral	NP
Page	NP
Adamson	NP
Tommie	NP
Paschall	NP
Crozier	NP
Tech.	NP
Paulah	NP
Kestner	NP
Hillcrest	NP
Hayes	NP
Shay	NP
Satterfield	NP
Cluck	NP
Deloris	NP
Carrel	NP
Carty	NP
Edna	NP
Eaton	NP
Neal	NP
McLauchlin	NP
Rylie	NP
Seagoville	NP
Wolverton	NP
Sharon	NP
Flanagan	NP
Samuels	NP
Hammond	NP
Ronnie	NP
Carolyn	NP
Bert	NP
Sunset	NN
Potter	NP
Woodrow	NP
Housing	NN
complex	JJ
sweeping	VB
fringe	NN
Caron	NP
Stallard	NP
vice-president	NN
Mortgage	NN
gather	VB
momentum	NN
lift	VB
peak	NN
autumn	NN
Beryl	NP
Sprinkel	NP
Trust	NN
closing	VB
Investment	NN
Assn.	NN
Draper	NP
Palo	NP
Alto	NP
venture	NN
Gaither	NP
gauntlet	NN
communism	NN
bluntly	RB
appropriations	NN
pan	NN
conferees	NN
improvement	NN
cyclical	JJ
pattern	NN
abrupt	JJ
Thesis	NN
refuted	VB
neo-stagnationist	NN
thesis	NN
declaring	VB
pessimism	NN
questionable	JJ
Rather	RB
abortive	JJ
1959-60	CD
lesson	NN
probability	NN
Danger	NN
cautioned	VB
excessive	JJ
stimulation	NN
moderate	JJ
inflation	NN
Reserve	NN
aggressively	RB
tighten	VB
monetary	JJ
phases	NN
upturn	NN
unsatisfactory	JJ
1958-60	CD
inappropriate	JJ
retrenching	VB
resulting	VB
steel	NN
Sacrifices	NN
dangers	NN
threaten	VB
justify	VB
heritage	NN
Clay	NP
presently	RB
blackmail	NN
yourself	PP
sooner	RB
liable	JJ
situations	NN
hemisphere	NN
erasing	VB
Analysts	NN
continuation	NN
sank	VB
hoped-for	JJ
675	CD
Dow	NP
standing	VB
sidelines	NN
pivotal	JJ
routine	NN
snapback	NN
Streeters	NP
accompanied	VB
orders	NN
durable	JJ
Treasury	NN
Dillon	NP
whopping	JJ
8%	NN
paving	VB
lower	JJ
7.19	CD
687.87	CD
1,253	CD
traded	VB
695	CD
354	CD
highs	NN
lows	NN
Trading	VB
comparatively	QL
dull	JJ
Volume	NN
dipped	VB
3.28	CD
3.98	CD
envisioned	VB
1970s	NN
Peterson	NP
Marketing	VB
Bell	NP
Howell	NP
belong	VB
industrialist	NN
creative	JJ
unconventional	JJ
Creations	NN
1970	CD
40%	NN
expenditures	NN
marketed	VB
log-jam	NN
obviously	RB
geometrically	RB
technology	NN
tend	VB
equalizers	NN
fairly	QL
short-term	NN
dares	VB
Japanese	JJ
know-how	NN
all-automatic	JJ
Exchange	NN
Phelan	NP
exchange	NN
stockholder	NN
securities	NN
Oil	NN
$120	NN
debentures	NN
Read	VB
Gulf's	NN
holdings	NN
2,700,877	CD
surrender	NN
convertible	JJ
923,076	CD
Due	JJ
1986	CD
consisted	VB
4-7/8	CD
100%	NN
4-1/2%	NN
subordinated	VB
1991	CD
$70	NN
1971	CD
1976	CD
$80	NN
1981	CD
$90	NN
thereafter	RB
dwindled	VB
1.23	CD
1.58	CD
Gains	NN
2-3/4	CD
Teleprompter	NP
Foil	NN
Fairchild	NP
Camera	NN
Kawecki	NP
Chemical	JJ
2-1/2	CD
Diversified	VB
Growth	NN
Something	PN
dividends	NN
Answer	NN
Write	VB
custodian	NN
Fundamental	JJ
Television-Electronics	NN
brain	NN
programmed	VB
irate	JJ
shareholders	NN
story	NN
60-day	JJ
complaining	VB
squared	VB
shareholder	NN
finds	VB
mistake	NN
Doyle	NP
undertake	VB
selects	VB
queries	NN
far-reaching	JJ
alter	VB
movements	NN
satisfactorily	RB
foreseeable	JJ
Perlman	NP
Railroads	NN
merge	VB
Round	JJ
O's	NN
B	NP
weaken	VB
Bad	JJ
O	NN
consolidation	NN
precarious	JJ
1930s	NN
Tuohy	NP
cross-examination	NN
examiner	NN
ICC	NN
rebuffed	VB
railroads	NN
three-way	JJ
O-B	NN
hemisphere's	NN
borrowing	VB
rose	VB
Tuesday's	NR
weekly	JJ
$1.1	NN
90-day	JJ
2.325%	NN
2.295%	NN
Consumer	NN
outlook	NN
polled	VB
one-third	NN
resistance	NN
buying	VB
renting	VB
narrowed	VB
saturation	NN
Increase	NN
Center's	NN
builders'	NN
Expect	VB
presumably	RB
jump	VB
1960's	NN
1,257,700	CD
non-farm	NN
Starts	NN
discrepancy	NN
Leaders	NN
invited	VB
businessmen	NN
Elburn	NP
Farm	NN
dealer	NN
Houtz	NP
tilts	VB
battered	VB
chair	NN
pickers	NN
Ehlers	NP
competitor	NN
50%	NN
20%	NN
Though	CS
experiencing	VB
climbing	VB
Paradoxically	RB
slash	VB
output	NN
acreage	NN
lowest	JJ
fertilizer	NN
yields	VB
Fields	NP
dense	JJ
efficiently	RB
supports	VB
pushing	VB
Seven	CD
averaging	VB
10%	NN
13%	NN
retail	JJ
14%	NN
Keeler	NP
Harvester	NP
lag	VB
5%	NN
sections	NN
upswing	NN
drought-seared	JJ
notable	JJ
exceptions	NN
uptrend	NN
extends	VB
yardstick	NN
Farmers	NN
tractors	NN
implements	NN
gasoline	NN
appliances	NN
chemicals	NN
haggling	VB
aren't	BE
conscious	JJ
Sioux	NP
Iowa	NP
picker	NN
$2,700	NN
Dealers'	NN
25%	NN
affects	VB
shipments	NN
Tractor	NN
Massey-Ferguson	NP
Ltd.	VB
Toronto	NP
2,418	CD
869	CD
Staiger	NP
inventories	NN
stepped-up	JJ
shortages	NN
Merritt	NP
Motor	NN
demanding	VB
delivery	NN
trailed	VB
year-earlier	JJ
Government's	NN
feed	VB
